Model, MRP, Price, Avalability_status, Rating, Ram_Rom, Display, Camera, Battery
Moto E5 (Fine Gold| 16 GB),9100,9100,Available,4.2,2 GB RAM | 16 GB ROM |,14.48 cm (5.7 inch) Display,13MP Rear Camera,4000 mAh Battery
Vivo Y55L (Gold| 16 GB),9940,9940,Available,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2650 mAh Battery
Tecno I5 (Champagne Gold| 16 GB),9540,9540,Available,4.1,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery
Vivo Y53i (Crown Gold| 16 GB),7990,7990,Available,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) Quad HD Display,8MP Rear Camera | 5MP Front Camera,2500 mAh Li-ion Battery
Samsung Galaxy J7 (Black| 16 GB),9990,9990,Available,4.3,1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery
Vivo Y55L (Grey| 16 GB),9199,9199,Available,4.2,2 GB RAM | 16 GB ROM |,13.21 cm (5.2 inch) Display,8MP Rear Camera | 5MP Front Camera,2650 mAh Battery
Honor 8 Smart (Black| 16 GB),11499,11499,Available,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery
Honor 5X (Gold| 16 GB),8499,8499,Available,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery
Asus Zenfone 2 Laser ZE500KL (Black| 16 GB),12399,12399,Available,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2070 mAh Li-Polymer Battery
Intex Cloud Jewel (Champagne| 16 GB),5799,5799,Available,4.3,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) Display,8MP Rear Camera | 2MP Front Camera,2500 mAh Battery
Lephone W9 (Gold| 8 GB),4439,4439,Available,4.8,1 GB RAM | 8 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery
Nokia 5 (Tempered Blue| 16 GB),9800,9800,Available,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery
Honor Holly 4 Plus (Grey| 32 GB),10999,10999,Available,4.1,3 GB RAM | 32 GB ROM |,13.97 cm (5.5 inch) HD Display,12MP Rear Camera | 8MP Front Camera,4000 mAh Battery
Moto G (3rd Generation) (White| 16 GB),10999,10999,Coming Soon,4.3,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2470 mAh Battery
Honor Holly (Black/White| 16 GB),5999,5999,Coming Soon,4.1,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2000 mAh Li-Polymer Battery
Honor 7S (Gold| 16 GB),8999,6999,Coming Soon,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) Display,13MP Rear Camera | 5MP Front Camera,3020 mAh Battery
Zen Admire Swadesh (Champagne & Gold| 8 GB),4090,4090,Available,4.1,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) Display,5MP Rear Camera | 2MP Front Camera,2000 mAh Battery
Zen Admire Neo Plus G (Grey| 8 GB),4915,4915,Available,4.2,1 GB RAM | 8 GB ROM |,11.43 cm (4.5 inch) Display,5MP Rear Camera,2000 mAh Battery
Honor 8 Lite (Black| 64 GB),12888,12888,Available,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP Rear Camera | 8MP Front Camera,3000 mAh Battery
Asus Zenfone Max (Black| 16 GB),8499,8499,Available,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Li-Polymer Battery
OPPO A57 (Gold| 32 GB),12299,12299,Available,4.2,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 16MP Front Camera,2900 mAh Battery
Mafe Shine M815 (Coffee| 16 GB),4399,4399,Available,4.6,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) Display,5MP Rear Camera | 2MP Front Camera,4000 mAh Battery
Samsung Galaxy J4 (Black| 32 GB),10990,10990,Available,4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery
Samsung Galaxy J4 (Gold| 32 GB),10490,10490,Available,4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery
Intex Aqua Lions T1 Lite (Champagne| 8 GB),4280,4280,Available,4.2,1 GB RAM | 8 GB ROM |,12.7 cm (5 inch) Display,5MP Rear Camera,2200 mAh Battery
Vivo Y55S (Matte Black| 16 GB),11800,11800,Available,4.2,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2730 mAh Li-Ion Battery
OPPO A71 (Black| 16 GB),10399,10399,Available,4.2,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Lithium Battery
Gionee M5 Lite 4G (Blue| 32 GB),8999,8999,Available,4.2,3 GB RAM | 32 GB ROM |,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,4000 mAh Battery
Nokia 5 (Silver| 16 GB),12800,12800,Available,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery
OPPO A83 (Black| 32 GB),12699,12699,Available,4.3,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3180 mAh Battery
Tecno i3 PRO (Gold| 16 GB),9399,9399,Available,4.2,3 GB RAM | 16 GB ROM |,12.7 cm (5 inch) HD Display,8MP Rear Camera | 8MP Front Camera,3050 mAh Battery
Moto C Plus (Fine Gold| 16 GB),7300,7300,Available,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,4000 mAh Battery
Tecno Camon I Sky 2 (Gold| 16 GB),7390,7390,Available,4.6,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) HD+ Display,13MP + 2MP | 13MP Front Camera,3050 mAh Battery
Redmi Note 4 (Gold| 64 GB),12999,12999,Available,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Li-Polymer Battery
Lephone Dazen 6A (Black| 32 GB),6999,6999,Available,4.3,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery
Lenovo K8 Plus (Venom Black| 32 GB),9990,9990,Available,4.1,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,13MP + 5MP | 8MP Front Camera,4000 mAh Battery
Lenovo K6 Power (Grey/Dark Grey| 32 GB),8420,8420,Available,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Li-Polymer Battery
Panasonic Eluga Pulse X (Grey| 16 GB),6749,6749,Available,4.2,3 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,13MP Rear Camera,3000 mAh Battery
Lenovo K6 Power (Gold| 32 GB),8345,8345,Available,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Li-Polymer Battery
Moto G5s (Oxford Blue| 32 GB),12999,12999,Available,4.1,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,16MP Rear Camera | 5MP Front Camera,3000 mAh Polymer Battery
OPPO A37f (Grey| 16 GB),9199,9199,Available,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2630 mAh Battery
OPPO A71 New Edition (Black| 16 GB),9862,9862,Available,4.2,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Lithium Battery
Lenovo Vibe K5 Note (Silver| 32 GB),10984,10984,Available,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3500 mAh Li-Ion Polymer Battery
Moto G5s Plus (Blush Gold| 64 GB),11949,11949,Available,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP + 13MP | 8MP Front Camera,3000 mAh Lithium-ion Battery
Moto G6 (Indigo Black| 32 GB),11990,11990,Available,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) Full HD+ Display,12MP + 5MP | 16MP Front Camera,3000 mAh Battery
Itel A44 Pro (Blue| 16 GB),6299,6299,Available,4.2,2 GB RAM | 16 GB ROM |,13.84 cm (5.45 inch) Display,8MP Rear Camera,2400 mAh Battery
Gionee M7 Power (Gold| 64 GB),12400,12400,Available,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.24 cm (6.0 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Li-poly Battery
Samsung Galaxy J7 Prime (Black| 16 GB),10490,10490,Available,4.2,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3300 mAh Battery
Karbonn Frames S9 (Champagne| 16 GB),7490,7490,Available,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,13.21 cm (5.2 inch) HD Display,8MP Rear Camera | 8MP + 8MP Dual Front Camera,2900 mAh Battery
Samsung Galaxy S3 Neo (Marble White| 16 GB),12500,12500,Available,4.2,1.5 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.19 cm (4.8 inch) HD Display,8MP Rear Camera | 1.9MP Front Camera,2100 mAh Li-ion Battery
Moto G5 Plus (Lunar Grey| 32 GB),11777,11777,Available,4.3,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP Rear Camera | 5MP Front Camera,3000 mAh Battery
Comio C1 Pro (Royal Black| 16 GB),5990,5990,Available,4.3,1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2500 mAh Battery
M-tech Eros Plus (Black| 8 GB),4889,3911,Available,4.5,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) FWVGA Display,5MP Rear Camera | 0.3MP Front Camera,2000 mAh Battery
HTC One (M8 Eye) (Champagne| 16 GB),12999,12999,Available,4.2,2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) Full HD Display,13MP Rear Camera,2600 mAh Battery
Honor 6 (Black| 16 GB),9780,9780,Available,4.3,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery
Lenovo K8 Plus (Fine Gold| 32 GB),12500,12500,Available,4.1,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,13MP + 5MP | 8MP Front Camera,4000 mAh Battery
Gionee F103 (Black| 16 GB),9999,9999,Available,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2400 mAh Battery
Lava Z25 (Gold| 32 GB),10450,10450,Available,4.2,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3020 mAh Battery
Samsung Galaxy J5 - 6 (New 2016 Edition) (Black| 16 GB),12140,12140,Available,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3100 mAh Li-Ion Battery
Samsung Galaxy J5 - 6 (New 2016 Edition) (White| 16 GB),12999,12999,Available,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3100 mAh Li-Ion Battery
Samsung Galaxy J5 - 6 (New 2016 Edition) (Gold| 16 GB),12896,12896,Available,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3100 mAh Li-Ion Battery
Lava Iris Pro 20 (Metal+Blue| 4 GB),5200,5200,Available,4.3,1 GB RAM | 4 GB ROM | Expandable Upto 32 GB,11.94 cm (4.7 inch) quarter HD Display,8MP Rear Camera | 0.3MP Front Camera,2000 mAh Battery
Panasonic Eluga Pulse X (Rose Gold| 16 GB),6749,6749,Available,4.2,3 GB RAM | 16 GB ROM |,13.97 cm (5.50 inch) Display,13MP Rear Camera,3000 mAh Battery
Karbonn Android One Sparkle V (Magnum Blue| 4 GB),3999,3999,Available,4.1,1 GB RAM | 4 GB ROM | Expandable Upto 32 GB,11.43 cm (4.5 inch) FWVGA Display,5MP Rear Camera | 2MP Front Camera,1700 mAh Li-Polymer Battery
Lava Z10 (Gold| 16 GB),6990,6990,Available,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2620 mAh Battery
Redmi Note 5 (Blue| 32 GB),9999,9999,Out Of Stock,4.4,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 5MP Front Camera,4000 mAh Li Polymer Battery
Redmi Note 5 (Black| 64 GB),11999,11999,Out Of Stock,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 5MP Front Camera,4000 mAh Li Polymer Battery
Gionee M7 Power (Blue| 64 GB),12500,12500,Out Of Stock,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.24 cm (6.0 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Battery
Honor 7C (Gold| 32 GB),12999,9999,Coming Soon,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) Display,13MP + 2MP | 8MP Front Camera,3000 mAh Battery
Redmi 4 (Black| 16 GB),7489,7489,Out Of Stock,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery
Redmi 4 (Black| 32 GB),9499,9499,Out Of Stock,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery
Redmi 4 (Gold| 16 GB),7489,7489,Out Of Stock,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery
Redmi 5 (Gold| 32 GB),9723,9723,Out Of Stock,4.2,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) HD+ Display,12MP Rear Camera | 5MP Front Camera,3300 mAh Battery
Honor 7C (Gold| 64 GB),14999,11999,Out Of Stock,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) Display,13MP + 2MP | 8MP Front Camera,3000 mAh Battery
Honor 7C (Black| 64 GB),14999,11999,Out Of Stock,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) Display,13MP + 2MP | 8MP Front Camera,3000 mAh Battery
Redmi Note 5 (Black| 32 GB),9999,9999,Out Of Stock,4.4,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 5MP Front Camera,4000 mAh Li Polymer Battery
Asus Zenfone Max (Black| 32 GB),9999,6999,Out Of Stock,4.1,2 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Polymer Battery
Redmi Y1 (Gold| 32 GB),8999,8999,Out Of Stock,4.2,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3080 mAh Battery
OPPO F3 (Gold| 64 GB),20990,12990,Out Of Stock,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 16MP + 8MP Dual Front Camera,3200 mAh Battery
OPPO F3 (Rose Gold| 64 GB),20990,12990,Out Of Stock,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 16MP + 8MP Dual Front Camera,3200 mAh Battery
OPPO F3 (Black| 64 GB),20990,12990,Out Of Stock,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 16MP + 8MP Dual Front Camera,3200 mAh Battery
Redmi Y1 (Rose Gold| 32 GB),9999,9999,Out Of Stock,4.2,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3080 mAh Battery
Redmi 5 (Rose Gold| 16 GB),8499,8499,Out Of Stock,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) HD+ Display,12MP Rear Camera | 5MP Front Camera,3300 mAh Battery
Redmi 5 (Black| 16 GB),8499,8499,Out Of Stock,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) HD+ Display,12MP Rear Camera | 5MP Front Camera,3300 mAh Battery
Vivo Y83 (Black| 32 GB),12350,12350,Out Of Stock,4.3,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3260 mAh Li-ion Battery
Redmi 5 (Gold| 16 GB),8499,8499,Out Of Stock,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) HD+ Display,12MP Rear Camera | 5MP Front Camera,3300 mAh Battery
Redmi 5 (Lake Blue| 16 GB),8499,8499,Out Of Stock,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) HD+ Display,12MP Rear Camera | 5MP Front Camera,3300 mAh Battery
Moto G4 Plus (Black| 16 GB),8999,8999,Out Of Stock,4.1,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,3000 mAh Battery
Honor 8 Lite (Blue| 64 GB),12999,12999,Out Of Stock,4.2,4 GB RAM | 64 GB ROM |,13.21 cm (5.2 inch) Display,12MP Rear Camera,3000 mAh Battery
Samsung Galaxy S3 Neo (Pebble Blue| 16 GB),17000,4999,Out Of Stock,4.2,1.5 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.19 cm (4.8 inch) HD Display,8MP Rear Camera | 1.9MP Front Camera,2100 mAh Li-ion Battery
Lenovo Vibe K5 Note (Gold| 32 GB),10999,10999,Out Of Stock,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3500 mAh Li-Ion Polymer Battery
Samsung Galaxy On7 (Black| 8 GB),7990,7990,Out Of Stock,4.2,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Ion Battery
Panasonic Eluga I2 (Gold| 16 GB),5999,5999,Out Of Stock,4.3,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2000 mAh Battery
Ziox Quiq Flash (champagne& gold/ champagne| 8 GB),3699,3699,Out Of Stock,4.5,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) Display,5MP Rear Camera | 2MP Front Camera,2450 mAh Battery
XOLO Q800 (White| 4 GB),9556,9556,Out Of Stock,4.4,1 GB RAM | 4 GB ROM | Expandable Upto 32 GB,11.43 cm (4.5 inch) quarter HD Display,8MP Rear Camera | 1MP Front Camera,2100 mAh Battery
Redmi 5 (Lake Blue| 32 GB),9900,9900,Out Of Stock,4.2,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) HD+ Display,12MP Rear Camera | 5MP Front Camera,3300 mAh Battery
Infinix Hot S3 (Blush Gold| 64 GB),11999,10999,Out Of Stock,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery
Infinix Hot S3 (Topaz Blue| 64 GB),11999,10999,Out Of Stock,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery
Infinix Hot S3 (Sandstone Black| 64 GB),11999,10999,Out Of Stock,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery
Iball I ball Andi HD6 (White| 8 GB),6999,6999,Out Of Stock,4.1,1 GB RAM | 8 GB ROM |,15.24 cm (6 inch) HD Display,8MP Rear Camera,3000 mAh Battery
Moto E (1st Gen) (Black| 4 GB),4999,4999,Out Of Stock,4.2,1 GB RAM | 4 GB ROM | Expandable Upto 32 GB,10.92 cm (4.3 inch) quarter HD Display,5MP Rear Camera,1980 mAh Li-Ion Battery
Micromax Sliver 5 Q450 (Black| 16 GB),6499,6499,Out Of Stock,4.2,2 GB RAM | 16 GB ROM |,12.19 cm (4.8 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2000 mAh Battery
OPPO F1S (Rose Gold| 64 GB),18990,12990,Out Of Stock,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3075 mAh Battery
OPPO F1S (Gold| 64 GB),18990,12990,Out Of Stock,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3075 mAh Battery
OPPO F1S (Grey| 64 GB),18990,12990,Out Of Stock,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3075 mAh Battery
